# Extended metadata for cities.csv (not used by C++ parser)
# Source: GeoNames cities1000 India subset (CC BY 4.0)
city,geoname_id,admin1_code,state,population,latitude,longitude
Safipur,1257854,36,Uttar Pradesh,24801,26.737830,80.343500
Sagalee,12524303,30,Arunachal Pradesh,1315,27.233800,93.496540
Sagar,1257851,19,Karnataka,54550,14.164980,75.029010
Sagauli,1257830,34,Bihar,38815,26.763900,84.743410
Sagbara,1257829,09,Gujarat,4496,21.544500,73.791730
Sagwara,1257819,24,Rajasthan,29439,23.679510,74.020130
Saha,1257817,10,Haryana,8100,30.311900,76.977070
Sahapur,1348788,28,West Bengal,7883,22.524440,88.166940
Saharanpur,1257806,36,Uttar Pradesh,484873,29.967900,77.545220
Saharsa,1257804,34,Bihar,156540,25.874980,86.596110
Sahaspur,1257802,36,Uttar Pradesh,24452,29.121250,78.622730
Sahaswan,1257800,36,Uttar Pradesh,60953,28.072270,78.750820
Sahawar,1257799,36,Uttar Pradesh,22201,27.796030,78.833730
Sahibabad Daulotpur,10263162,07,Delhi,54773,28.747050,77.114650
Sahibganj_Bihar,1257793,34,Bihar,23224,26.308310,84.926950
Sahibganj_Jharkhand,1257794,38,Jharkhand,95890,25.244250,87.634810
Sahnidih,13353409,38,Jharkhand,6777,23.781900,86.250650
Sahur,1257785,16,Maharashtra,4043,21.307890,78.215280
Saidabad,13156984,07,Delhi,10168,28.527830,77.289860
Saidapur,10459443,19,Karnataka,5432,16.564440,77.264940
Saidpur_Uttar_Pradesh,1257776,36,Uttar Pradesh,22904,25.537490,83.223780
Saidpura,13156920,34,Bihar,7392,25.576800,85.045360
Saiha,1257771,31,Mizoram,25110,22.491830,92.981430
Saij,13157113,09,Gujarat,13882,23.218300,72.522000
Sailana,1257765,35,Madhya Pradesh,11989,23.462190,74.923180
Saint Thomas Mount,1257749,25,Tamil Nadu,43795,13.003340,80.196140
Sainthia,1257751,28,West Bengal,43221,23.948260,87.680450
Sairang,1257743,31,Mizoram,5950,23.810340,92.652260
Saitlaw,1257737,31,Mizoram,11043,23.971870,92.574540
Saitual,12572558,31,Mizoram,11619,23.683070,92.967120
Saiyad-ul-ajaib,10263234,07,Delhi,17914,28.519230,77.203520
Saja,1257733,37,Chhattisgarh,5257,21.666670,81.316670
Sajipanadu,13353447,19,Karnataka,5847,12.853980,74.995720
Sakharkherda,1271898,16,Maharashtra,14719,20.205630,76.397560
Sakit,1257703,36,Uttar Pradesh,7811,27.434630,78.779030
Sakkimangalam,11664575,25,Tamil Nadu,10854,9.881190,78.192450
Sakleshpur,1257698,19,Karnataka,24931,12.941190,75.784670
Saknepalli,10916655,40,Telangana,32385,18.928620,79.457120
Sakoli,1257691,16,Maharashtra,14636,21.087050,79.991450
Sakri_Chhattisgarh,1257681,37,Chhattisgarh,12861,22.105400,82.082090
Sakri_Maharashtra,1257682,16,Maharashtra,21764,20.991040,74.314750
Saktasanala,13157060,09,Gujarat,5786,22.787360,70.803300
Sakti,1257673,37,Chhattisgarh,21955,22.026620,82.960910
Salakati,8740192,03,Assam,4863,26.444190,90.364050
Salamba,13157150,10,Haryana,5727,28.114680,77.046370
Salamedu,11678557,25,Tamil Nadu,20854,11.908760,79.491880
Salangaippalaiyam,11522157,25,Tamil Nadu,15609,11.425990,77.570740
Salaya,1257638,09,Gujarat,33246,22.310380,69.603760
Salem,1257629,25,Tamil Nadu,917414,11.653760,78.155380
Saligao,1257611,33,Goa,6280,15.553590,73.790360
Saligram,13353461,19,Karnataka,15123,13.499080,74.709430
Saloh,10729228,23,Punjab,4481,31.105760,76.131800
Salon,1257599,36,Uttar Pradesh,14312,26.028570,81.454030
Salpara Molandubi Pt.-I,13156899,03,Assam,11709,26.028330,90.673460
Salumbar,1257588,24,Rajasthan,16557,24.135240,74.044420
Salur,1257587,02,Andhra Pradesh,50206,18.517160,83.205480
Salvador do Mundo,13157018,33,Goa,6373,15.530360,73.836290
Salvav,13157054,09,Gujarat,5486,20.408610,72.921790
Samalapuram,11488277,25,Tamil Nadu,20691,11.072380,77.197960
Samalka,1257567,07,Delhi,17076,28.534990,77.090790
Samalkha,1257566,10,Haryana,39710,29.235520,77.012730
Samalkot,1257565,02,Andhra Pradesh,56864,17.056750,82.176390
Samana,1257559,23,Punjab,54072,30.153950,76.198510
Samanattam,11664569,25,Tamil Nadu,4477,9.868240,78.146280
Samangaon,13353629,16,Maharashtra,5156,19.968300,73.875560
Samarvarni,13156971,52,Dadra and Nagar Haveli and Daman and Diu,12553,20.256340,73.008020
Samastipur,1257551,34,Bihar,67925,25.862220,85.779530
Samattur,1257549,25,Tamil Nadu,5762,10.602700,77.014090
Samayanallur,1257547,25,Tamil Nadu,9227,9.979210,78.035920
Samba,1257545,12,Jammu and Kashmir,26893,32.562450,75.119930
Sambalpur,1257542,21,Odisha,189366,21.465270,83.975730
Sambhal,1257540,36,Uttar Pradesh,196109,28.584980,78.569590
Sambhar,1257539,24,Rajasthan,22828,26.908060,75.191370
Sambre,1257531,19,Karnataka,13159,15.870030,74.611420
Samburvadakara,1257530,25,Tamil Nadu,16709,8.998560,77.387630
Samdari,1257528,24,Rajasthan,17915,25.812990,72.578790
Sampla,1257508,10,Haryana,20563,28.777180,76.771650
Samrala,1257503,23,Punjab,19678,30.836010,76.193240
Samsikapuram,11654845,25,Tamil Nadu,14601,9.415620,77.591730
Samthar,1257498,36,Uttar Pradesh,21582,25.843480,78.906830
Samurou,13494539,17,Manipur,16582,24.700950,93.903320
Sanand,1257486,09,Gujarat,95890,22.992270,72.381770
Sanaswadi,11184449,16,Maharashtra,13543,18.664450,74.109390
Sanaur,1257482,23,Punjab,21201,30.301820,76.457860
Sanawad,1257481,35,Madhya Pradesh,38740,22.173910,76.069930
Sanchi,1257479,35,Madhya Pradesh,8401,23.486460,77.737800
Sanchor,1257477,24,Rajasthan,32875,24.753610,71.772800
Sancoale,1257476,33,Goa,21923,15.377940,73.903520
Sandi,1257461,36,Uttar Pradesh,25008,27.288670,79.951900
Sandila,1257459,36,Uttar Pradesh,53182,27.069890,80.514970
Sandur,1257456,19,Karnataka,37431,15.086130,76.546920
Sanehwal,10261694,23,Punjab,22484,30.841340,75.985470
Sangamner,1257436,16,Maharashtra,67309,19.567840,74.211540
Sangareddi,1257431,40,Telangana,72344,17.624770,78.086690
Sangaria_Rajasthan,1257429,24,Rajasthan,38638,29.798860,74.466830
Sangat Kalan,10249493,23,Punjab,2744,30.083440,74.841260
Sangau ?E?,13645552,31,Mizoram,1272,22.740660,93.057230
Sangli,1257416,16,Maharashtra,601214,16.854380,74.564170
Sangmeshwar,10688582,16,Maharashtra,10815,20.549920,74.528310
Sangod,1257410,24,Rajasthan,21846,24.927070,76.286490
Sangola,1257409,16,Maharashtra,34321,17.439480,75.193790
Sangramnagar,13353639,16,Maharashtra,6499,17.891950,75.006210
Sangrampur,11018519,38,Jharkhand,6184,24.673900,87.846760
Sangrur,1257402,23,Punjab,88615,30.245060,75.844880
Sanguem,1257399,33,Goa,6444,15.229010,74.151490
Sangvi,13353597,35,Madhya Pradesh,5383,21.807870,75.612920
Sanivarapupeta,10767340,02,Andhra Pradesh,8142,16.730470,81.077690
Sanivarsante,1257390,19,Karnataka,4432,12.728240,75.886690
Sanjali,13157050,09,Gujarat,5344,21.548270,72.990340
Sanjan,13157118,09,Gujarat,15544,20.191650,72.818270
Sanjeli,1257385,09,Gujarat,7448,23.058400,73.970240
Sankagiri,8224728,25,Tamil Nadu,29467,11.475990,77.866370
Sankaramanallur,13494673,25,Tamil Nadu,10283,10.481130,77.362130
Sankarankovil,1257379,25,Tamil Nadu,57277,9.170480,77.541070
Sankarapatti,11663179,25,Tamil Nadu,26536,10.047700,78.747190
Sankaraperi,13494703,25,Tamil Nadu,19844,8.838680,78.105130
Sankarnagar,13494640,25,Tamil Nadu,7095,8.796940,77.734000
Sankeshwar,1257369,19,Karnataka,34637,16.256490,74.481950
Sankheda,1257366,09,Gujarat,12077,22.170210,73.578200
Sankrail,1257354,28,West Bengal,27523,22.549970,88.225150
Sanpara,13156814,03,Assam,4534,26.039020,91.512740
Sanquelim,1257347,33,Goa,13651,15.564220,74.007990
Sanrha,10812086,34,Bihar,11362,25.797870,84.750450
Sanri,11627339,38,Jharkhand,6186,23.682920,85.505770
Sansari,13353634,16,Maharashtra,5780,19.905760,73.840100
Sansarpur,13494589,23,Punjab,4657,31.269230,75.619950
Sansikhara,13353382,38,Jharkhand,4570,23.745530,86.343870
Santirbazar,12523315,26,Tripura,11921,23.312330,91.561340
Santokhgarh,1257326,11,Himachal Pradesh,9363,31.352050,76.317750
Santokhpur Unwan,6995745,36,Uttar Pradesh,3900,26.949320,79.113880
Santpur,10792147,24,Rajasthan,9186,24.470520,72.770300
Santrampur,12501480,09,Gujarat,19465,23.190190,73.895260
Sanuru,10846248,19,Karnataka,6881,13.174740,74.991730
Sanvordem,1257316,33,Goa,5103,15.262690,74.119650
Sanwer,1257313,35,Madhya Pradesh,16150,22.974150,75.827100
Sao Jose de Areal,13157023,33,Goa,10229,15.254650,74.014640
Saoner,1257307,16,Maharashtra,32498,21.385100,78.921550
Saori,10569337,16,Maharashtra,8770,21.112000,79.545620
Sap,13645587,16,Maharashtra,3048,17.582930,74.232910
Sapatgram,1257298,03,Assam,12163,26.337320,90.123600
Sapotra,1257294,24,Rajasthan,6716,26.292800,76.752200
Saputara,11184448,09,Gujarat,2968,20.578430,73.750660
Saragaon,1257279,37,Chhattisgarh,7216,21.986510,82.755770
Sarahan,1257277,11,Himachal Pradesh,1495,31.509880,77.793950
Sarai Akil,1257268,36,Uttar Pradesh,17443,25.378900,81.510350
Sarai Ekdil,1257264,36,Uttar Pradesh,10594,26.744420,79.093530
Sarai Khas,13494592,23,Punjab,7044,31.408980,75.511240
Sarai Mir,1257260,36,Uttar Pradesh,17849,26.027050,82.918430
Saraikela,1257263,38,Jharkhand,14252,22.699630,85.931260
Saraipali,1257259,37,Chhattisgarh,20043,21.315300,83.006290
Saraiya,10834311,34,Bihar,8260,24.801180,84.081600
Saram,11628594,38,Jharkhand,15212,23.762540,85.830030
Saranga,13494568,21,Odisha,6426,20.925520,85.264030
Sarangarh,1257242,37,Chhattisgarh,14954,21.586140,83.078500
Sarangpore,13157122,09,Gujarat,16671,21.635850,73.047520
Sarangpur,1257237,35,Madhya Pradesh,37435,23.566510,76.473060
Sarapaka,10769689,40,Telangana,22149,17.691290,80.869980
Sarauli,1257219,36,Uttar Pradesh,20923,28.494040,79.091770
Sarauni,13353392,38,Jharkhand,4970,24.817910,87.314040
Saravli,1257215,16,Maharashtra,10397,19.777030,72.752800
Sarbhog,13156870,03,Assam,8112,26.489320,90.884260
Sardarpur,1256090,35,Madhya Pradesh,7293,22.665530,74.977360
Sardarshahr,1257198,24,Rajasthan,95911,28.440620,74.491000
Sardhana,1257196,36,Uttar Pradesh,49857,29.145510,77.614330
Sardulgarh,1257191,23,Punjab,19219,29.692240,75.236080
Sargaon,10728723,37,Chhattisgarh,7484,21.900860,81.977240
Sargur,1257178,19,Karnataka,11425,11.999710,76.396110
Saria,1257172,37,Chhattisgarh,6927,21.640090,83.363110
Sarigam INA,13157031,09,Gujarat,19903,20.288450,72.850290
Sarila,1257167,36,Uttar Pradesh,8012,25.775790,79.675350
Sarimpur,13156923,34,Bihar,8020,25.587690,83.993330
Sarjamda,13353436,38,Jharkhand,23788,22.747590,86.225730
Sarjapur,1257161,19,Karnataka,11807,12.859850,77.786570
Sarka Ghat,1257156,11,Himachal Pradesh,4715,31.698870,76.735290
Sarkar Periyapalaiyam,11520218,25,Tamil Nadu,5986,11.131490,77.404490
Sarkhej,1257149,09,Gujarat,30341,22.982970,72.501960
Sarna,1257138,23,Punjab,5847,32.263060,75.583080
Sarni,10209444,35,Madhya Pradesh,86141,22.103170,78.171590
Sarpara,13156852,03,Assam,6529,26.095490,91.518440
Sarthebari,11184445,03,Assam,6913,26.362930,91.223090
Sarubera,1257111,38,Jharkhand,3310,23.818130,85.996280
Sarupathar Bengali,13156878,03,Assam,8752,27.340640,95.313500
Sarupathar_Assam,12523445,03,Assam,9931,26.192640,93.864130
Sarwar,10347952,24,Rajasthan,20372,26.242520,75.128750
Sasaram,1257086,34,Bihar,147408,24.949420,84.016450
Sasni,1257077,36,Uttar Pradesh,13498,27.702870,78.082780
Sasti,10873312,16,Maharashtra,4320,19.818350,79.330130
Sasvad,1257066,16,Maharashtra,31821,18.343510,74.031020
Satai,10498962,35,Madhya Pradesh,10592,24.722030,79.630980
Satakha,12523544,20,Nagaland,4964,25.924770,94.436480
Satalkheri,10253590,24,Rajasthan,15617,24.652180,75.998260
Satana,1257060,16,Maharashtra,37701,20.594830,74.203010
Satara,1257055,16,Maharashtra,120195,17.685890,73.993330
Sater,10689598,35,Madhya Pradesh,6540,22.570490,75.779140
Satgawan,13353428,38,Jharkhand,11811,24.548040,84.281970
Satghara,10886277,34,Bihar,8060,26.397720,86.167840
Sathamba,1257043,09,Gujarat,7213,23.170510,73.328280
Sathankulam,1257004,25,Tamil Nadu,14193,8.441640,77.913490
Sathupalli,7302851,40,Telangana,40000,17.249680,80.868990
Sathyamangalam,1256989,25,Tamil Nadu,37816,11.505260,77.238260
Satiawala,10696949,23,Punjab,8724,30.927300,74.645620
Satlapur,13353612,35,Madhya Pradesh,14755,23.113000,77.526570
Satna,1257022,35,Madhya Pradesh,282977,24.577260,80.827190
Satrampadu,10767343,02,Andhra Pradesh,6393,16.705910,81.073820
Satraud Kalan,10313772,10,Haryana,11932,29.102950,75.814740
Satraud Khurd,10313770,10,Haryana,5568,29.130880,75.787750
Satrikh,1257005,36,Uttar Pradesh,11023,26.860450,81.195670
Satrod Khas,13157155,10,Haryana,10932,29.130760,75.791650
Sattenapalle,1257001,02,Andhra Pradesh,56721,16.393810,80.152210
Sattiyavijayanagaram,11441897,25,Tamil Nadu,5894,12.675880,79.318080
Sattur,1256995,25,Tamil Nadu,31856,9.355920,77.924570
Satwas,1256990,35,Madhya Pradesh,14108,22.536280,76.684520
Satyamangala,10888572,19,Karnataka,18002,13.019270,76.124340
Saugor,1257845,35,Madhya Pradesh,274556,23.838770,78.738740
Saunda,11626023,38,Jharkhand,81915,23.664530,85.326940
Saundatti,1256983,19,Karnataka,41215,15.766150,75.117780
Saurikh,1256976,36,Uttar Pradesh,12055,27.030510,79.488130
Sausar,1256974,35,Madhya Pradesh,27459,21.655760,78.796690
Savantvadi,1256968,16,Maharashtra,23851,15.904130,73.821910
Savanur,1256967,19,Karnataka,40567,14.973350,75.337240
Savarkundla,11184442,09,Gujarat,78354,21.337260,71.303500
Savda,1256959,16,Maharashtra,20584,21.150540,75.889380
Savgadh,13157112,09,Gujarat,13841,23.616460,72.949550
Savli,1256955,09,Gujarat,18467,22.561880,73.223170
Sawa,1256952,24,Rajasthan,11923,24.758880,74.579920
Sawai Madhopur,1256949,24,Rajasthan,121106,26.023010,76.344080
Sawar,1257093,24,Rajasthan,20000,25.755740,75.222920
Sawombung,12523372,17,Manipur,4601,24.873620,94.013570
Sawyerpuram,1256931,25,Tamil Nadu,12792,8.682160,78.026510
Sayadpur,13494579,21,Odisha,8798,20.727900,86.400670
Sayalgudi,1256934,25,Tamil Nadu,14801,9.169250,78.447020
Sayan,13100431,09,Gujarat,15324,21.319770,72.881670
Sayla,1256929,09,Gujarat,15376,22.549250,71.483240
Sector,11496831,36,Uttar Pradesh,2000,28.570800,77.326100
Secunderabad,1256922,40,Telangana,204182,17.504270,78.542630
Sedaikavundanur,11682147,25,Tamil Nadu,7823,11.640310,78.180620
Sedam,1256814,19,Karnataka,39341,17.178590,77.289980
Seer Hamdan,13353365,12,Jammu and Kashmir,8233,33.788700,75.243050
Seethanagaram,12261432,02,Andhra Pradesh,7816,17.176700,81.692500
Sehore,1256913,35,Madhya Pradesh,109118,23.200000,77.083330
Selamba,13157067,09,Gujarat,6717,21.517860,73.821520
Selattanpatti,11682115,25,Tamil Nadu,6659,11.662750,78.094600
Selu,1257762,16,Maharashtra,46915,19.455120,76.440730
Semari,1256889,24,Rajasthan,4612,24.055350,73.856870
Semarwara,8453448,24,Rajasthan,6891,23.566800,73.742700
Sembedu,11423412,25,Tamil Nadu,12548,13.129790,79.563400
Sembianallur,13494643,25,Tamil Nadu,7586,11.177310,77.241310
Semmipalaiyam,11488357,25,Tamil Nadu,8429,11.009260,77.235700
Senapparetti,11657535,25,Tamil Nadu,22447,10.962510,78.113240
Sendamangalam,1256857,25,Tamil Nadu,19750,11.281110,78.234160
Sendarappatti,11711973,25,Tamil Nadu,14308,11.437290,78.521460
Sendhwa,1256854,35,Madhya Pradesh,56485,21.685620,75.096220
Sengmai,8432237,17,Manipur,5065,24.945630,93.881400
Senur,13494662,25,Tamil Nadu,9078,12.947020,79.107050
Seohara,1256832,36,Uttar Pradesh,46546,29.209040,78.588370
Seondha,1256828,35,Madhya Pradesh,23140,26.154220,78.781200
Seoni Chhapara,1256824,35,Madhya Pradesh,15371,22.393880,79.542360
Seoni Malwa,1256823,35,Madhya Pradesh,30100,22.450460,77.466500
Seoni_Himachal_Pradesh,1256825,11,Himachal Pradesh,2591,31.237000,77.119000
Seoni_Madhya_Pradesh,1256826,35,Madhya Pradesh,102343,22.085030,79.550370
Seorinarayan,1256820,37,Chhattisgarh,9707,21.720550,82.593440
Seota,11627342,38,Jharkhand,6554,23.667980,85.520510
Sepon,13156809,03,Assam,4234,27.110680,94.849470
Seppa,12524323,30,Arunachal Pradesh,18350,27.361730,93.039910
Serchhip,1256812,31,Mizoram,21158,23.293120,92.846790
Serilingampalle,7302856,40,Telangana,150525,17.493130,78.301960
Serula,1256796,33,Goa,12908,15.547740,73.843290
Sethiyathope,9884965,25,Tamil Nadu,8824,11.436860,79.542510
Setiya,10210777,35,Madhya Pradesh,3113,22.217090,78.844850
Settithangal,11441187,25,Tamil Nadu,7780,12.956520,79.337060
Settiyarpatti,11680678,25,Tamil Nadu,17520,9.393500,77.493480
Settur,1256783,25,Tamil Nadu,20228,9.405640,77.478410
Sevilimedu,11442958,25,Tamil Nadu,23454,12.808260,79.686360
Sevugampatti,13494678,25,Tamil Nadu,11730,10.198760,77.804560
Sevur,11348609,25,Tamil Nadu,11356,12.955490,78.853070
Sewai,11627388,38,Jharkhand,7874,23.617520,85.678320
Shadipur Julana,1268785,10,Haryana,18755,29.123680,76.405160
Shafi Pur Ranhola,13157004,07,Delhi,31944,28.657290,77.040010
Shahabad_Haryana,1256752,10,Haryana,42607,30.167760,76.870460
Shahabad_Karnataka,1256759,19,Karnataka,52952,17.130700,76.943610
Shahabad_Uttar_Pradesh,1256755,36,Uttar Pradesh,73606,27.643100,79.940200
Shahada,1256750,16,Maharashtra,61376,21.545380,74.471060
Shahapur,1256747,16,Maharashtra,11623,19.452310,73.325720
Shahbazpur,9794300,34,Bihar,38000,26.305110,87.288650
Shahdara,11875612,07,Delhi,0,28.603110,77.139880
Shahdol,1256739,35,Madhya Pradesh,89289,23.293560,81.361900
Shahganj,1256735,36,Uttar Pradesh,26510,26.049650,82.684230
Shahgarh,1256734,35,Madhya Pradesh,16300,24.313650,79.118060
Shahi,1256731,36,Uttar Pradesh,16064,28.550230,79.317610
Shahjahanpur,1256727,24,Rajasthan,9837,27.997360,76.449140
Shahjangi,13156910,34,Bihar,3866,25.231420,86.954320
Shahjanpur,1256728,36,Uttar Pradesh,320434,27.881650,79.909180
Shahkot,1256725,23,Punjab,14488,31.081730,75.337080
Shahmirpet,1445978,40,Telangana,0,17.594550,78.574930
Shahpur_Bihar,1256715,34,Bihar,17767,25.602930,84.404120
Shahpur_Gujarat,1256719,09,Gujarat,12867,22.156110,70.770680
Shahpur_Jharkhand,10835985,38,Jharkhand,13513,24.031250,84.054280
Shahpur_Karnataka,1256722,19,Karnataka,53366,16.696050,76.842200
Shahpur_Madhya_Pradesh,1256720,35,Madhya Pradesh,19719,21.237420,76.225580
Shahpur_Uttar_Pradesh,1256713,36,Uttar Pradesh,18874,29.350100,77.551600
Shahpura_Madhya_Pradesh,1256708,35,Madhya Pradesh,13601,23.136630,79.664020
Shahpura_Rajasthan,1256705,24,Rajasthan,33895,27.391200,75.959560
Shahuwadi,12501195,16,Maharashtra,180322,16.909930,73.946540
Shajapur,1256693,35,Madhya Pradesh,69263,23.426370,76.277750
Shakar,10697324,23,Punjab,4001,31.972040,75.063820
Shakar Pur Baramad,13156977,07,Delhi,1178,28.620810,77.279380
Shaktinagar_Gujarat,13157109,09,Gujarat,13463,22.199610,69.659150
Shaktinagar_Karnataka,13353462,19,Karnataka,17088,16.364910,77.358630
